Rowid,Timestamp,Anonymized Vehicle number,Vehicle type,Number of axles,Tollplaza id,Tollplaza code,Type of Payment code,Vehicle Code
1,Mon Aug  9 02:55:56 2021,1471875,truck,4,4902,PC425C6EC,PTP,VCB43
1,Wed Aug 18 09:02:32 2021,5982966,car,2,4061,PC3A63A79,PTC,VC965
1,Fri Aug 13 04:34:52 2021,7529098,car,2,4524,PCF8BB245,PTE,VC965
1,Fri Aug 20 13:17:22 2021,5623291,truck,4,4766,PCE36658B,PTC,VCB43
1,Sun Aug 15 23:42:24 2021,2466052,car,2,4439,PC845CEA6,PTC,VC965
1,Wed Aug  4 19:57:54 2021,9478810,car,2,4101,PCCC8F243,PTP,VC965
1,Fri Aug 13 23:53:08 2021,4844804,car,2,4394,PCD3A817A,PTE,VC965
1,Wed Aug 11 15:05:21 2021,9062504,car,2,4763,PCC62D342,PTE,VC965
1,Tue Aug 10 04:29:50 2021,9530895,car,2,4580,PC48664B7,PTE,VC965
1,Fri Aug 20 15:12:25 2021,5171148,van,2,4298,PC3E474F6,PTC,VCD2F
1,Tue Aug 17 10:13:35 2021,561748,car,2,4741,PC85A4D4B,PTP,VC965
1,Mon Aug  2 19:16:20 2021,9676436,truck,4,4839,PCA0290AD,PTE,VCB43
1,Sat Aug 21 15:43:47 2021,9780168,van,2,4014,PCF14D1E3,PTP,VCD2F
1,Sun Aug 22 00:32:31 2021,5022784,car,2,4399,PCCA288FE,PTC,VC965
1,Sun Aug  8 15:51:23 2021,2509606,truck,4,4117,PCEB6517A,PTE,VCB43
1,Tue Aug 17 12:41:05 2021,8887507,car,2,4477,PCA857A23,PTP,VC965
1,Sun Aug 15 05:47:10 2021,5573075,car,2,4270,PC8F72158,PTE,VC965
1,Thu Aug 12 18:11:40 2021,149406,car,2,4991,PC5B5C16D,PTC,VC965
1,Tue Aug 10 00:07:47 2021,1056264,truck,4,4693,PCB4CDDA5,PTE,VCB43
1,Thu Aug 12 13:55:02 2021,3808949,truck,4,4250,PCC695DB0,PTP,VCB43
1,Thu Aug 12 06:12:03 2021,4480580,car,2,4498,PCA770E5A,PTE,VC965
1,Wed Aug 18 12:23:18 2021,4601397,car,2,4182,PC5EBB0FA,PTE,VC965
1,Sat Aug 21 00:20:02 2021,1522216,car,2,4251,PCB30E45F,PTP,VC965
1,Sun Aug  8 04:32:40 2021,9435909,van,2,4477,PCA857A23,PTP,VCD2F
1,Wed Aug  4 22:43:46 2021,5896843,truck,4,4833,PC71A1452,PTC,VCB43
1,Thu Aug 12 07:55:38 2021,7451623,car,2,4267,PCE51C5C7,PTC,VC965
1,Fri Aug 20 02:06:35 2021,2036070,truck,4,4848,PCF0FC9B2,PTP,VCB43
1,Thu Aug 19 22:30:47 2021,8253457,car,2,4832,PC34ECAB5,PTP,VC965
1,Tue Aug 17 06:46:19 2021,554256,truck,4,4599,PC800C92D,PTE,VCB43
1,Tue Aug 17 20:26:52 2021,4091140,car,2,4144,PCAC7E4C1,PTP,VC965
1,Mon Aug  2 12:32:55 2021,4637409,car,2,4534,PCAD9E1F9,PTC,VC965
1,Tue Aug 10 16:04:40 2021,506435,car,2,4277,PC010D2A9,PTP,VC965
1,Thu Aug  5 22:31:31 2021,2995453,truck,4,4079,PCF1366ED,PTC,VCB43
1,Fri Aug  6 22:19:05 2021,1776039,car,2,4115,PCF5D4B0A,PTE,VC965
1,Mon Aug  2 14:35:28 2021,3875305,car,2,4645,PC14FBE4A,PTE,VC965
1,Sat Aug  7 04:05:47 2021,4493623,car,2,4551,PCCA5979C,PTC,VC965
1,Thu Aug  5 20:02:48 2021,5983173,car,2,4840,PC49BFB36,PTC,VC965
1,Mon Aug  9 04:36:55 2021,2826928,car,2,4813,PCACF7982,PTE,VC965
1,Sun Aug  1 18:44:33 2021,4767446,car,2,4290,PC84E8CEF,PTP,VC965
1,Fri Jul 30 21:57:09 2021,6774142,car,2,4608,PCACD1BEE,PTC,VC965
1,Wed Aug  4 22:50:00 2021,3310804,car,2,4105,PC43919D1,PTE,VC965
1,Wed Aug 11 06:06:15 2021,1700401,truck,4,4704,PC47FBB07,PTC,VCB43
1,Sat Aug  7 06:48:15 2021,2815461,truck,4,4008,PC5680D80,PTC,VCB43
1,Mon Aug 16 19:36:19 2021,5294773,truck,4,4923,PC8A7A22A,PTC,VCB43
1,Wed Aug 11 01:40:37 2021,5481161,car,2,4439,PC845CEA6,PTC,VC965
1,Fri Aug 13 09:01:20 2021,5094036,car,2,4508,PC385C6E7,PTE,VC965
1,Sun Aug  8 19:46:26 2021,9983710,truck,4,4827,PC7D68CD9,PTC,VCB43
1,Thu Aug 12 23:55:23 2021,9697093,car,2,4605,PCEB27C63,PTP,VC965
1,Thu Aug 12 10:31:11 2021,355412,car,2,4688,PCCB4C86D,PTE,VC965
1,Tue Aug  3 13:02:05 2021,23389,truck,4,4556,PC18C31F6,PTE,VCB43
1,Fri Aug  6 13:39:00 2021,4463406,car,2,4954,PCA276EBB,PTE,VC965
1,Sat Aug 14 22:44:49 2021,3061196,car,2,4422,PCF514246,PTP,VC965
1,Tue Aug 17 06:41:48 2021,4975255,car,2,4287,PC421D5F3,PTC,VC965
1,Thu Aug  5 15:26:36 2021,7883382,car,2,4595,PC64281F6,PTE,VC965
1,Mon Aug 16 09:20:44 2021,5967111,car,2,4359,PCB27CFF1,PTC,VC965
1,Tue Aug 17 16:20:44 2021,1898135,car,2,4433,PC1DEB043,PTE,VC965
1,Tue Aug  3 01:36:33 2021,9860680,car,2,4539,PC684859B,PTP,VC965
1,Tue Aug 17 22:58:31 2021,7318496,car,2,4507,PC11DCA73,PTE,VC965
1,Sun Aug 22 14:14:32 2021,8399951,truck,4,4241,PC7241796,PTC,VCB43
1,Sun Aug 15 02:17:49 2021,2039279,van,2,4847,PCD546332,PTE,VCD2F
1,Sat Jul 31 01:25:51 2021,5967985,car,2,4863,PCA8F9E50,PTP,VC965
1,Fri Aug 20 08:21:05 2021,2524951,car,2,4464,PC7C8FDDB,PTE,VC965
1,Sat Aug  7 00:03:46 2021,9624402,car,2,4841,PCE45DE8D,PTE,VC965
1,Sun Aug 15 10:24:42 2021,8917894,van,2,4209,PC494D54E,PTC,VCD2F
1,Fri Aug  6 17:26:53 2021,6922687,car,2,4818,PCF243BF3,PTC,VC965
1,Wed Aug 18 17:50:53 2021,9407373,car,2,4903,PCC3BCE65,PTE,VC965
1,Sat Aug  7 18:34:08 2021,4973381,car,2,4379,PC87C8BC4,PTE,VC965
1,Tue Aug 17 11:06:28 2021,9934355,car,2,4124,PC3338D42,PTC,VC965
1,Thu Aug 12 15:19:26 2021,1576125,truck,4,4263,PCD6DBA1D,PTC,VCB43
1,Tue Aug  3 07:26:24 2021,4933811,car,2,4738,PC06E9A80,PTE,VC965
1,Sun Aug  1 07:03:28 2021,5863364,car,2,4510,PC652EEF2,PTC,VC965
1,Sat Aug 14 05:30:02 2021,3833999,car,2,4650,PC544AE70,PTP,VC965
1,Tue Aug 17 04:01:58 2021,7688864,car,2,4057,PC4B0DCD2,PTC,VC965
1,Mon Aug 16 22:23:31 2021,6480001,car,2,4893,PC3743587,PTC,VC965
1,Tue Aug 17 17:07:02 2021,9702127,car,2,4015,PC524833E,PTE,VC965
1,Sun Aug  1 12:04:49 2021,7364891,car,2,4436,PC0CF9451,PTC,VC965
1,Sun Aug  1 09:45:45 2021,3211151,car,2,4901,PCE32D2F9,PTE,VC965
1,Fri Aug 20 05:16:14 2021,9767201,van,2,4885,PC5083F35,PTE,VCD2F
1,Mon Aug  2 22:34:27 2021,6146629,truck,4,4657,PCC591410,PTC,VCB43
1,Mon Aug  9 16:33:25 2021,5464159,car,2,4827,PC7D68CD9,PTC,VC965
1,Thu Aug  5 02:54:30 2021,8527473,car,2,4556,PC18C31F6,PTC,VC965
1,Fri Jul 30 19:30:18 2021,1938378,car,2,4191,PCCC28F87,PTP,VC965
1,Thu Aug 19 18:43:50 2021,2062442,car,2,4633,PC974552B,PTE,VC965
1,Fri Aug 20 19:34:16 2021,7508459,car,2,4514,PC374C341,PTC,VC965
1,Thu Aug 19 13:26:32 2021,7806051,truck,4,4743,PCE6EEF2E,PTE,VCB43
1,Tue Aug 17 06:27:34 2021,4538431,car,2,4153,PC88C655C,PTC,VC965
1,Fri Aug 13 09:08:11 2021,3193522,car,2,4905,PCE1EA438,PTP,VC965
1,Mon Aug 16 06:57:47 2021,1004333,car,2,4471,PC7E4F42A,PTE,VC965
1,Fri Aug 20 19:29:29 2021,3061025,car,2,4783,PC9889263,PTP,VC965
1,Sat Aug 14 21:32:21 2021,1778331,car,2,4738,PC06E9A80,PTC,VC965
1,Tue Aug 10 02:44:40 2021,6674198,car,2,4126,PC74CE451,PTC,VC965
1,Fri Aug 20 12:25:10 2021,5997222,car,2,4190,PCDFC1E11,PTE,VC965
1,Sun Aug 15 13:20:19 2021,5164734,van,2,4375,PCAE085FE,PTC,VCD2F
1,Tue Aug 17 02:25:41 2021,774900,car,2,4401,PC0606D6A,PTP,VC965
1,Sun Aug 22 13:57:36 2021,9879378,van,2,4150,PCC8441A8,PTE,VCD2F
1,Sat Aug  7 19:14:32 2021,8195092,van,2,4812,PC22D9C6D,PTC,VCD2F
1,Mon Aug  2 12:01:17 2021,3738865,car,2,4241,PC7241796,PTC,VC965
1,Sun Aug 22 15:50:47 2021,5471103,car,2,4473,PC51FDD60,PTC,VC965
1,Sun Aug 15 22:19:09 2021,3660843,van,2,4506,PCB24B68E,PTP,VCD2F
1,Sun Aug  1 19:42:02 2021,897726,car,2,4643,PC6713209,PTC,VC965
1,Thu Aug 12 09:15:22 2021,5712196,car,2,4167,PC8453073,PTE,VC965
1,Sun Aug 22 17:04:52 2021,2389471,van,2,4391,PCCFD9AB6,PTE,VCD2F
1,Tue Aug 17 14:27:44 2021,1861658,truck,4,4003,PC83F544D,PTC,VCB43
1,Sun Aug 15 20:01:31 2021,8074232,van,2,4389,PC7688C61,PTC,VCD2F
1,Tue Aug  3 00:45:25 2021,4951911,car,2,4678,PCD175301,PTC,VC965
1,Fri Aug 20 20:07:48 2021,4438053,car,2,4901,PCE32D2F9,PTE,VC965
1,Fri Aug 20 21:31:19 2021,9451710,car,2,4718,PC81E83B9,PTP,VC965
1,Sat Aug  7 09:55:06 2021,6778928,car,2,4531,PC857F4A0,PTC,VC965
1,Sun Aug 15 13:40:50 2021,26613,van,2,4379,PC87C8BC4,PTC,VCD2F
1,Wed Aug 11 01:17:55 2021,6817980,car,2,4819,PC454F09B,PTC,VC965
1,Sat Aug  7 00:56:26 2021,9745041,car,2,4554,PC23BA77A,PTC,VC965
1,Thu Aug 12 05:28:55 2021,1839974,car,2,4283,PC953B572,PTP,VC965
1,Sat Jul 31 23:34:48 2021,83863,car,2,4633,PC974552B,PTE,VC965
1,Sat Aug 14 11:33:30 2021,364420,car,2,4476,PC439FA2D,PTP,VC965
1,Wed Aug 18 15:15:58 2021,5057488,truck,4,4846,PCBABD060,PTE,VCB43
1,Tue Aug  3 19:36:18 2021,9933311,car,2,4736,PC6A65941,PTE,VC965
1,Fri Aug 13 17:53:23 2021,7009460,car,2,4659,PC5549650,PTE,VC965
1,Sun Aug 15 00:51:21 2021,5020802,car,2,4528,PC1269226,PTC,VC965
1,Sun Aug  1 06:07:28 2021,2017857,car,2,4762,PC1A3D20B,PTP,VC965
1,Thu Aug  5 15:55:01 2021,8825698,car,2,4546,PCEF3EBBC,PTP,VC965
1,Wed Aug  4 14:41:37 2021,3081632,car,2,4965,PCA0BAE0F,PTE,VC965
1,Wed Aug  4 02:17:43 2021,7294315,car,2,4005,PCB3DF742,PTE,VC965
1,Sat Jul 31 22:57:11 2021,6404517,car,2,4138,PC79E328A,PTE,VC965
1,Tue Aug 10 13:19:05 2021,7068921,car,2,4321,PC591BDF7,PTE,VC965
1,Fri Aug  6 12:37:28 2021,7919181,van,2,4532,PC8DD921E,PTP,VCD2F
1,Thu Aug 19 03:08:07 2021,3482490,truck,4,4047,PC6D105CF,PTE,VCB43
1,Fri Aug  6 20:02:19 2021,5796213,car,2,4123,PCDE850D8,PTC,VC965
1,Tue Aug 17 01:15:01 2021,7238098,car,2,4980,PCBD5C822,PTP,VC965
1,Sun Aug 15 11:40:54 2021,5908130,van,2,4698,PC8BCEB19,PTC,VCD2F
1,Fri Aug  6 20:40:29 2021,7110175,truck,4,4189,PC7655FC1,PTE,VCB43
1,Fri Jul 30 10:21:05 2021,2331580,car,2,4352,PC99B9343,PTC,VC965
1,Sat Aug  7 06:21:51 2021,4839987,truck,4,4000,PC69C7DF3,PTE,VCB43
1,Wed Aug  4 05:07:00 2021,682665,van,2,4760,PC161AC8D,PTE,VCD2F
1,Mon Aug 16 18:28:20 2021,5470491,car,2,4399,PCCA288FE,PTC,VC965
1,Sun Aug  8 23:23:00 2021,241190,car,2,4900,PCFE8B604,PTP,VC965
1,Sat Aug 14 06:00:07 2021,7520661,car,2,4015,PC524833E,PTP,VC965
1,Fri Jul 30 16:22:20 2021,9572038,car,2,4872,PC5B45CE7,PTP,VC965
1,Fri Aug 13 14:08:52 2021,648281,car,2,4905,PCE1EA438,PTE,VC965
1,Sun Aug 15 01:18:58 2021,3024170,car,2,4980,PCBD5C822,PTP,VC965
1,Sun Aug  1 13:55:50 2021,2904897,car,2,4250,PCC695DB0,PTE,VC965
1,Fri Aug  6 09:21:12 2021,7458210,truck,4,4668,PCBB055C6,PTC,VCB43
1,Tue Aug  3 00:50:49 2021,1565682,car,2,4449,PCAACD453,PTC,VC965
1,Fri Aug 13 00:32:54 2021,5581458,car,2,4739,PC07289CF,PTP,VC965
1,Thu Aug  5 10:05:33 2021,3206847,car,2,4560,PC5030572,PTP,VC965
1,Sun Aug 22 18:15:54 2021,3079578,truck,4,4175,PC08EA270,PTC,VCB43
1,Mon Aug 16 09:39:55 2021,8053124,truck,4,4950,PC4F71E72,PTC,VCB43
1,Wed Aug  4 06:11:58 2021,4611288,car,2,4520,PC8140983,PTE,VC965
1,Thu Aug 19 16:05:03 2021,7987112,car,2,4448,PC19F3DBB,PTE,VC965
1,Sat Jul 31 09:56:46 2021,8753258,van,2,4051,PC3B970F2,PTE,VCD2F
1,Sat Aug  7 10:15:10 2021,1952669,truck,4,4723,PC20BD6E6,PTE,VCB43
1,Sun Aug  8 01:42:18 2021,1771697,van,2,4500,PC548BDC0,PTE,VCD2F
1,Wed Aug 18 18:31:05 2021,3753085,car,2,4644,PC411FDC0,PTP,VC965
1,Sat Aug  7 05:35:06 2021,1558629,van,2,4654,PCBA5D8AB,PTP,VCD2F
1,Mon Aug 16 17:23:32 2021,786106,car,2,4557,PC6C80A46,PTC,VC965
1,Sun Aug 22 09:44:47 2021,8858266,truck,4,4151,PC0AB2B55,PTP,VCB43
1,Tue Aug 17 17:24:29 2021,5224427,car,2,4105,PC43919D1,PTE,VC965
1,Sat Jul 31 16:29:56 2021,839218,car,2,4979,PC6F36B7A,PTP,VC965
1,Sat Aug 14 10:27:56 2021,8577380,truck,4,4187,PCF8D98DC,PTE,VCB43
1,Thu Aug 12 16:41:19 2021,2598024,truck,4,4117,PCEB6517A,PTC,VCB43
1,Fri Aug 13 23:47:09 2021,6411231,van,2,4499,PC1EEDA04,PTC,VCD2F
1,Wed Aug  4 08:51:25 2021,1672843,car,2,4585,PCF3AE602,PTC,VC965
1,Thu Aug 19 01:07:59 2021,3145296,truck,4,4208,PC1E49F6B,PTP,VCB43
1,Fri Aug  6 10:46:25 2021,4303153,van,2,4212,PC422A6D1,PTP,VCD2F
1,Tue Aug 17 17:51:51 2021,4525505,car,2,4078,PC8473A64,PTC,VC965
1,Mon Aug  2 14:31:49 2021,5891598,car,2,4146,PCF91266E,PTP,VC965
1,Fri Aug 13 00:47:31 2021,8358616,car,2,5010,PC028872C,PTP,VC965
1,Sat Aug 14 03:53:59 2021,7559158,car,2,4859,PC685B3B1,PTE,VC965
1,Tue Aug  3 13:14:27 2021,8521902,car,2,4508,PC385C6E7,PTC,VC965
1,Sun Aug 15 03:51:39 2021,360603,car,2,4192,PC74F6341,PTC,VC965
1,Sun Aug 22 01:43:06 2021,1585628,car,2,4032,PC578F087,PTE,VC965
1,Fri Jul 30 15:05:37 2021,1713998,truck,4,4162,PC51A39A7,PTC,VCB43
1,Tue Aug  3 23:05:14 2021,1418920,car,2,4297,PCDE89544,PTP,VC965
1,Thu Aug 19 15:04:41 2021,7013811,car,2,4818,PCF243BF3,PTP,VC965
1,Thu Aug 12 18:45:40 2021,7360900,van,2,4966,PC4E6422C,PTC,VCD2F
1,Sat Aug 14 05:41:05 2021,9266589,car,2,4480,PC9A343F9,PTC,VC965
1,Sun Aug  8 22:19:22 2021,7941778,car,2,4419,PC99BB7A3,PTC,VC965
1,Thu Aug  5 00:58:15 2021,5591655,truck,4,4089,PC3CCA187,PTE,VCB43
1,Mon Aug  2 14:25:47 2021,7109853,car,2,4120,PC6700C62,PTE,VC965
1,Wed Aug  4 11:37:39 2021,3749920,car,2,4096,PCFA4F864,PTE,VC965
1,Sat Aug  7 22:16:57 2021,7151854,car,2,4967,PC2AFCB31,PTE,VC965
1,Thu Aug  5 10:51:36 2021,7319503,car,2,4397,PCB070250,PTP,VC965
1,Wed Aug 18 09:54:09 2021,2881876,truck,4,4937,PCD30D908,PTC,VCB43
1,Tue Aug 10 07:32:10 2021,9651540,van,2,4112,PCEA652A8,PTP,VCD2F
1,Thu Aug 19 04:16:32 2021,58743,car,2,4728,PC07BF95F,PTP,VC965
1,Thu Aug  5 20:16:45 2021,6379002,truck,4,4817,PCFF02057,PTE,VCB43
1,Sat Aug  7 16:09:53 2021,1470038,car,2,4959,PC4A7B00C,PTE,VC965
1,Sat Aug  7 12:54:04 2021,5256557,car,2,4954,PCA276EBB,PTE,VC965
1,Fri Aug  6 15:05:20 2021,9504017,car,2,4333,PCCCAD2AC,PTC,VC965
1,Sun Aug  1 17:30:33 2021,7553879,van,2,4007,PCDF9F773,PTP,VCD2F
1,Sat Jul 31 00:29:23 2021,5063476,truck,4,4988,PC46BE0B2,PTC,VCB43
1,Tue Aug  3 03:59:37 2021,1338077,car,2,5006,PC7A260F1,PTP,VC965
1,Mon Aug 16 02:30:53 2021,8965783,van,2,4326,PC356AE8F,PTE,VCD2F
1,Sun Aug  1 13:38:05 2021,7355472,car,2,4693,PCB4CDDA5,PTP,VC965
1,Fri Aug 20 15:26:20 2021,9981798,car,2,4879,PCC90A061,PTC,VC965
1,Fri Aug 20 08:49:13 2021,4743944,car,2,4572,PCC9756B2,PTE,VC965
1,Thu Aug 19 04:18:48 2021,4378293,car,2,4317,PC0DC6CAB,PTP,VC965
1,Wed Aug 18 12:20:39 2021,7067587,car,2,4467,PCF5E0389,PTE,VC965
1,Mon Aug  2 19:26:20 2021,1461259,truck,4,4151,PC0AB2B55,PTE,VCB43
1,Sat Aug 21 19:46:56 2021,5472384,car,2,4456,PC8DFF744,PTC,VC965
1,Sat Jul 31 10:28:40 2021,929087,car,2,4496,PC3FD65C8,PTE,VC965
1,Tue Aug 10 13:06:38 2021,1733519,car,2,4428,PCB616FAD,PTP,VC965
1,Sat Aug  7 12:16:01 2021,194888,truck,4,4815,PC19C02F1,PTE,VCB43
1,Mon Aug 16 00:14:58 2021,6437963,car,2,4798,PC17F8052,PTE,VC965
1,Thu Aug 19 11:20:57 2021,2354754,car,2,4998,PCD9C5406,PTP,VC965
1,Fri Jul 30 03:06:39 2021,6176700,truck,4,4030,PCA8A9AA8,PTE,VCB43
1,Sat Aug 14 03:42:08 2021,8866816,car,2,4579,PC926F0A9,PTE,VC965
1,Fri Aug 13 00:50:42 2021,2316094,car,2,4242,PCECC4DE2,PTE,VC965
1,Tue Aug  3 16:56:26 2021,2104755,car,2,4970,PCA154C84,PTC,VC965
1,Thu Jul 29 22:42:32 2021,4109496,car,2,4575,PC84D9FC1,PTC,VC965
1,Tue Aug  3 10:14:21 2021,6207981,car,2,4434,PCA491459,PTE,VC965
1,Thu Aug 19 09:26:17 2021,8825210,truck,4,4419,PC99BB7A3,PTE,VCB43
1,Tue Aug 10 19:04:59 2021,8066838,truck,4,4016,PCCD7399B,PTP,VCB43
1,Sat Jul 31 06:32:48 2021,4318020,car,2,4914,PC2F353E1,PTP,VC965
1,Mon Aug 16 18:03:10 2021,2637864,car,2,4072,PC69F3F14,PTE,VC965
1,Mon Aug  2 18:30:20 2021,1981467,truck,4,4448,PC19F3DBB,PTC,VCB43
1,Sun Aug  1 10:57:13 2021,2645141,car,2,4640,PCC993FB3,PTP,VC965
1,Fri Jul 30 20:49:02 2021,9344277,car,2,4356,PCF1979AE,PTE,VC965
1,Thu Aug 19 17:20:39 2021,4746178,van,2,5000,PCFE7F7FE,PTP,VCD2F
1,Fri Aug 13 04:14:32 2021,9512747,car,2,4949,PC86E9EB7,PTP,VC965
1,Tue Aug 10 18:39:54 2021,4281587,car,2,4590,PC912F5CB,PTE,VC965
1,Sun Aug  1 21:28:02 2021,2324204,car,2,4704,PC47FBB07,PTC,VC965
1,Sat Aug 14 07:43:13 2021,6477861,car,2,4998,PCD9C5406,PTC,VC965
1,Sun Aug 22 06:45:40 2021,4605565,truck,4,4081,PCC825DB2,PTE,VCB43
1,Sun Aug  8 06:38:33 2021,5237552,truck,4,4451,PCF95BF53,PTE,VCB43
1,Fri Jul 30 23:04:34 2021,9008954,car,2,4782,PC6802C08,PTP,VC965
1,Wed Aug 18 00:36:59 2021,4293766,van,2,4854,PCB6F1968,PTC,VCD2F
1,Fri Aug 13 10:29:43 2021,937159,truck,4,4724,PC3DE08BF,PTC,VCB43
1,Sat Aug  7 01:00:28 2021,540538,car,2,4815,PC19C02F1,PTC,VC965
1,Sat Aug 14 19:54:34 2021,2556962,truck,4,4903,PCC3BCE65,PTE,VCB43
1,Mon Aug  9 14:24:29 2021,8829621,car,2,4774,PCEBE834B,PTE,VC965
1,Sat Aug 21 06:23:17 2021,1346726,car,2,4742,PC05B8749,PTC,VC965
1,Thu Aug 12 23:54:11 2021,8916430,car,2,4264,PC9DFEBB0,PTC,VC965
1,Wed Aug  4 23:40:57 2021,4960176,car,2,4693,PCB4CDDA5,PTE,VC965
1,Sun Aug  8 22:03:28 2021,9968900,car,2,4391,PCCFD9AB6,PTE,VC965
1,Sat Aug  7 12:02:14 2021,1633019,car,2,4787,PC1BDA119,PTC,VC965
1,Sun Aug 22 11:30:40 2021,5818590,car,2,4339,PCDE1D204,PTP,VC965
1,Sun Aug  1 04:43:14 2021,9706758,car,2,4622,PCF31BD97,PTE,VC965
1,Tue Aug 10 17:31:06 2021,146709,car,2,4941,PCA6403C1,PTE,VC965
1,Thu Aug 12 21:31:17 2021,3359335,truck,4,4118,PCC1A733C,PTP,VCB43
1,Thu Aug  5 09:09:36 2021,9189718,car,2,4433,PC1DEB043,PTC,VC965
1,Fri Aug 13 11:26:05 2021,6974042,car,2,4244,PC9F3C86B,PTE,VC965
1,Fri Aug  6 11:47:52 2021,301256,van,2,4557,PC6C80A46,PTP,VCD2F
1,Sun Aug  8 21:20:18 2021,1052573,car,2,4921,PCA70760B,PTE,VC965
1,Fri Aug 13 19:38:43 2021,4959029,van,2,4609,PC1551C8E,PTP,VCD2F
1,Fri Jul 30 09:59:28 2021,5063075,car,2,4419,PC99BB7A3,PTC,VC965
1,Mon Aug  2 08:57:04 2021,6593531,car,2,4330,PCBD023A3,PTP,VC965
1,Fri Aug 20 16:51:42 2021,1147885,van,2,4933,PC419F41D,PTC,VCD2F
1,Tue Aug  3 08:31:50 2021,2124867,car,2,4948,PCBA2D075,PTP,VC965
1,Sat Jul 31 17:14:45 2021,8549220,car,2,4628,PC34C1DCB,PTE,VC965
1,Sat Aug 21 20:23:17 2021,3247682,car,2,4450,PC0B2B03E,PTE,VC965
1,Mon Aug  2 22:14:45 2021,6499331,van,2,4228,PC4F78F1B,PTE,VCD2F
1,Wed Aug  4 11:43:32 2021,2827443,car,2,4701,PCD5F2808,PTE,VC965
1,Sat Aug 21 13:44:26 2021,3266872,car,2,4765,PC795A0A3,PTE,VC965
1,Wed Aug 11 03:09:54 2021,1279754,van,2,4800,PCA4DF48A,PTC,VCD2F
1,Fri Aug 13 02:01:26 2021,5958545,car,2,4119,PC9EBEDB5,PTP,VC965
1,Sun Aug  8 09:26:58 2021,7964151,car,2,4955,PCE36723C,PTE,VC965
1,Mon Aug  9 15:05:32 2021,8046997,car,2,4172,PC1A43FB7,PTP,VC965
1,Fri Aug  6 14:26:42 2021,2821451,car,2,4145,PC5FBE4B8,PTP,VC965
1,Mon Aug  2 20:00:29 2021,6055426,car,2,5010,PC028872C,PTC,VC965
1,Thu Jul 29 18:12:16 2021,1852286,truck,4,4999,PCE976BA1,PTP,VCB43
1,Sun Aug  8 20:22:03 2021,1778660,truck,4,4170,PC8CA1B15,PTC,VCB43
1,Thu Aug 19 13:21:34 2021,8468539,truck,4,4024,PC91E3A87,PTP,VCB43
1,Sat Aug 21 09:16:39 2021,2488795,car,2,4696,PC35509AB,PTC,VC965
1,Fri Aug 13 05:27:27 2021,1270847,van,2,4921,PCA70760B,PTE,VCD2F
1,Sun Aug  1 17:30:39 2021,1303833,car,2,4727,PC52E71B8,PTP,VC965
1,Wed Aug 11 00:39:22 2021,424246,car,2,4832,PC34ECAB5,PTP,VC965
1,Sun Aug  1 14:09:59 2021,3249067,truck,4,4685,PC5D33C18,PTP,VCB43
1,Thu Aug 19 23:01:18 2021,9723309,car,2,4090,PC1EE951B,PTE,VC965
1,Tue Aug 10 08:35:49 2021,8568968,truck,4,4053,PC5F1CD83,PTC,VCB43
1,Mon Aug  2 11:18:11 2021,9420145,car,2,4276,PC4E15B39,PTP,VC965
1,Fri Aug  6 20:12:03 2021,624805,car,2,4724,PC3DE08BF,PTP,VC965
1,Sun Aug  1 19:41:43 2021,7955497,car,2,4603,PC485BE5B,PTC,VC965
1,Sun Aug 15 06:29:24 2021,2986822,van,2,4656,PC63844BC,PTE,VCD2F
1,Thu Aug  5 04:31:01 2021,3156350,car,2,4443,PCC139BD8,PTC,VC965
1,Fri Aug 20 11:25:20 2021,4449444,truck,4,4369,PCD5CBB82,PTC,VCB43
1,Sat Aug 14 03:20:26 2021,5162077,truck,4,4639,PC879E7AB,PTC,VCB43
1,Thu Jul 29 18:37:09 2021,9139068,car,2,4628,PC34C1DCB,PTC,VC965
1,Thu Jul 29 17:50:10 2021,7931001,car,2,4502,PCB2CC82C,PTE,VC965
1,Fri Aug 13 13:12:48 2021,3060021,car,2,4424,PC51E7EF8,PTC,VC965
1,Mon Aug 16 07:06:58 2021,4036497,car,2,4380,PC905B5D4,PTP,VC965
1,Wed Aug 18 12:08:09 2021,4312097,truck,4,4991,PC5B5C16D,PTE,VCB43
1,Mon Aug  9 12:21:33 2021,9935356,car,2,4771,PC71FE98A,PTC,VC965
1,Tue Aug 10 17:41:27 2021,7747127,car,2,4910,PC75BC2DF,PTP,VC965
1,Sun Aug 15 05:37:25 2021,6675746,van,2,4510,PC652EEF2,PTC,VCD2F
1,Sun Aug 22 07:25:27 2021,5892251,car,2,4242,PCECC4DE2,PTE,VC965
1,Wed Aug 18 04:12:24 2021,8318158,car,2,4696,PC35509AB,PTC,VC965
1,Wed Aug  4 22:11:43 2021,7944463,car,2,4149,PC99F9ABD,PTC,VC965
1,Thu Aug  5 09:38:34 2021,7046941,truck,4,4833,PC71A1452,PTC,VCB43
1,Wed Aug  4 06:28:02 2021,8110643,car,2,4677,PCA9D6EEE,PTP,VC965
1,Tue Aug 10 15:15:46 2021,4501645,car,2,4768,PC7BEFC3B,PTP,VC965
1,Sat Aug 14 10:07:23 2021,1237880,car,2,4663,PCA7178EC,PTP,VC965
1,Fri Jul 30 04:40:16 2021,3970600,car,2,4704,PC47FBB07,PTE,VC965
